n_samp,kappa,d_effect,method,mean_bias,emp_sd,mean_se,rmse,coverage,active_frac_mean,h_l2_mean,delta_sd,delta_mad,delta_q95,delta_q99,tau_max,l2_rho,l2_M_train,l2_active_train,l2_ok_rate
1500,3.5,4,L2-grid TS (rho=0.40),-0.004723159780998376,0.12690783479522239,0.09352889322982082,0.12686881245469067,0.826,0.13657866666666665,0.26433844249748323,10.498026955326518,1.1160647111686512,12.627123822022632,52.73609002677967,0.2,0.4,0.30079176823622056,0.13635366666666668,1
5000,3.5,4,AIPW,0.022888222180921534,0.5373988293179741,0.1152301741931844,0.5373488415018941,0.92,NA,NA,0,0,0,0,0.2,NA,NA,NA,NA
5000,3.5,4,Fixed TS-AIPW,-2.6308119202487216e-4,0.0675147143092302,0.04276515848340219,0.06744767888277592,0.768,0.1997484,0.3322819664910764,37.922983335659076,1.9333030025335103,12.243384267674887,47.35781311193165,0.2,NA,NA,NA,NA
5000,3.5,4,Shrinking quantile TS,0.004727019412070031,0.1808335460538259,0.09707050607815215,0.18071445583617948,0.92,0.0035236,0.035461921548667064,28.715382899006173,6.390276306842965e-12,8.053789266818424e-12,8.85485043923889e-12,0.2,NA,NA,NA,NA
5000,3.5,4,L2-grid TS (rho=0.05),0.0018128982118248939,0.0819714452510551,0.06455979365609123,0.08190949762268152,0.878,0.0777444,0.19157392140105056,37.785725288680844,0.7183982392651934,9.168600865423997,40.21167974734491,0.2,0.05,0.02280518561772886,0.0777362,1
5000,3.5,4,L2-grid TS (rho=0.10),0.0017821528447538317,0.08182262942706818,0.06395018236486366,0.08176019122866988,0.878,0.0802928,0.19505864144969873,37.79487811090161,0.8015979674062521,9.480982634046814,40.25124911891335,0.2,0.1,0.05984499648465668,0.0803731,1
5000,3.5,4,L2-grid TS (rho=0.20),0.0016876354375263492,0.08154674094626312,0.0630437204407331,0.08148263207830872,0.874,0.0850948,0.20126766189956008,37.81197205716904,0.9569802765960816,9.675403653734405,40.27510742626284,0.2,0.2,0.1464643073208084,0.0851251,1
5000,3.5,4,L2-grid TS (rho=0.40),0.0015881689866038054,0.08121582073625407,0.06144505725379108,0.08115010658968748,0.868,0.0939192,0.21236829892647827,37.8412241535025,1.1884046424980346,10.208978032005296,40.434753397177104,0.2,0.4,0.333957760456568,0.093924,1
12000,3.5,4,AIPW,0.009463357802226955,0.17626828314064572,0.07102374418361604,0.1763460284978403,0.928,NA,NA,0,0,0,0,0.2,NA,NA,NA,NA
12000,3.5,4,Fixed TS-AIPW,7.826449600133656e-4,0.04275228093779365,0.027575963565137102,0.042716677579918365,0.79,0.20019566666666666,0.33284689283979524,18.961875746064663,2.647198957294284,15.6063802384081,48.27390705860271,0.2,NA,NA,NA,NA
12000,3.5,4,Shrinking quantile TS,0.005191119057218361,0.10652531675960829,0.06675223135665573,0.10654527460933981,0.928,0.0019438333333333332,0.025786008467796547,10.464804984668731,2.1891391000157225e-12,2.7157486724083927e-12,2.9997692008289527e-12,0.2,NA,NA,NA,NA
12000,3.5,4,L2-grid TS (rho=0.05),0.0016068506249971577,0.055951805499554336,0.04638904043893068,0.055918917179374035,0.902,0.05529716666666667,0.1582716036763507,18.248740121071183,0.7762117171077791,11.073606778330397,43.36997317834988,0.2,0.05,0.018224689460959557,0.05527641666666667,1
12000,3.5,4,L2-grid TS (rho=0.10),0.001563291246300773,0.0557064894675239,0.046067836666493764,0.055672708056807525,0.9,0.05694366666666667,0.16080243301606953,18.268054673396502,0.839670708284349,11.188263795132324,43.39245314348736,0.2,0.1,0.051118086371713715,0.056950125,1
12000,3.5,4,L2-grid TS (rho=0.20),0.0014566256448265472,0.055353727820504815,0.04547074812479977,0.055317527706220226,0.896,0.060004,0.16542948593741277,18.299539922215327,0.9303207606612511,11.432116794012423,43.559863172997254,0.2,0.2,0.13182779411036896,0.06001508333333333,1
12000,3.5,4,L2-grid TS (rho=0.40),0.0014227765577705979,0.05472057103699055,0.044390408130976465,0.05468433510575439,0.898,0.0660445,0.17424547661864298,18.335849508635658,1.0964671692204582,11.611151708392075,43.77994267881152,0.2,0.4,0.3123602421956781,0.06606141666666666,1
