n_samp,kappa,d_effect,method,mean_bias,emp_sd,rmse,coverage,q99_abs_phi_mean,max_abs_phi_median,active_frac_mean,h_l2_mean,delta_sd,delta_mad,delta_q95,delta_q99,tau_max,l2_rho,l2_M_train,l2_active_train,l2_ok_rate
1500,3.5,1,Truncated AIPW,-0.19742483330027075,0.05894533350167562,0.20601982438731523,0.176,8.980100944139092,44.37867868678585,NA,NA,17.897849216900383,3.1292347288158204,26.834340564905748,98.51631848239501,0.2,NA,NA,NA,NA
1500,3.5,1,Fixed TS-AIPW,-0.13008472117153255,0.06433799393486188,0.14509697926183912,0.46,8.986194985401474,44.499789013277066,0.20117733333333335,0.33401882869814953,17.89646131882377,2.0157362121399873,24.50396393488903,96.16186272463793,0.2,NA,NA,NA,NA
1500,3.5,1,Shrinking quantile TS,-4.0987548054805835e-4,0.4191088621623681,0.4186897441593934,0.674,9.214458607443456,114.53898900643566,0.007914666666666667,0.05477055615528135,5.18538406232713,0.08042531076136428,0.11821062195627566,0.1367732512334035,0.2,NA,NA,NA,NA
1500,3.5,1,L2-grid TS (rho=0.05),-0.01715706854013024,0.32953247899329485,0.3296495660590714,0.684,9.214458607443456,114.53898900643566,0.02748,0.10697339848061592,10.904499021084927,0.27426858803732534,0.41014297159649526,30.39135839376277,0.2,0.05,0.04852040325823271,0.027643,1
1500,3.5,1,L2-grid TS (rho=0.10),-0.0541410531395303,0.2297339274064055,0.23580368038227453,0.692,9.211140309875269,99.07778213157653,0.08100666666666667,0.19691056606994972,14.340289949369375,0.9862693387102819,10.62893035000572,66.16503151807993,0.2,0.1,0.0935626978838896,0.08130466666666666,1
1500,3.5,1,L2-grid TS (rho=0.20),-0.07938197118287821,0.1980916320141307,0.21322127340758715,0.628,9.193112897523882,70.53660649536678,0.12216,0.24838249736609697,15.614754261142458,1.5851066890919179,17.393874160504684,69.73757070598128,0.2,0.2,0.16029080451334277,0.12220966666666666,1
1500,3.5,1,L2-grid TS (rho=0.40),-0.083550796068599,0.19660251481990215,0.2134384671504634,0.592,9.18182339810655,63.94743818690212,0.13069866666666666,0.2577686714179616,15.709014248368785,1.6204414250142214,17.800366558233293,70.04032194851382,0.2,0.4,0.30942922628886793,0.13075466666666666,1
5000,3.5,1,AIPW,0.01570280743690372,0.30558513264723935,0.3056829843315478,0.76,8.9244481044132975,314.64137567008135,NA,NA,0,0,0,0,0.2,NA,NA,NA,NA
5000,3.5,1,Truncated AIPW,-0.1954325901771636,0.0357393097595831,0.19866716127463652,0,8.734507516764973,57.53596410567374,NA,NA,21.188143346503168,9.42021340179274,41.9617475422078,90.16669404028872,0.2,NA,NA,NA,NA
5000,3.5,1,Fixed TS-AIPW,-0.1280172175254501,0.03886610680750332,0.13377578664621603,0.076,8.738457551517739,57.781205336044245,0.19988,0.3324499728669426,21.11042831065003,4.731384942764953,36.769810197215975,85.07863720415438,0.2,NA,NA,NA,NA
5000,3.5,1,Shrinking quantile TS,0.016612662704246127,0.30560544675295226,0.30575133731355364,0.76,8.9244481044132975,314.64137567008135,0.0034863999999999997,0.0353405511453836,0.011046034678674833,0.06345020718055569,0.08436093325008753,0.09234442190669732,0.2,NA,NA,NA,NA
5000,3.5,1,L2-grid TS (rho=0.05),0.007238876853962299,0.2103546497203809,0.2102688323070564,0.784,8.9244481044132975,314.64137567008135,0.0240608,0.10093016690808349,11.237709198955882,0.4833401055029662,0.6425959914297703,27.509072398480107,0.2,0.05,0.048626685831296285,0.0241431,1
5000,3.5,1,L2-grid TS (rho=0.10),-0.041055730254117545,0.11259044802056352,0.11973649716857068,0.758,8.923237110560521,242.0112794832349,0.0647624,0.1736259576282818,18.926395408357575,1.7219579480580036,21.936865059751238,72.73540564811773,0.2,0.1,0.08587112905237192,0.0646414,1
5000,3.5,1,L2-grid TS (rho=0.20),-0.05090159456310682,0.11024241252526866,0.12132623405273747,0.694,8.922165914938216,195.341298460478,0.0764656,0.18977678518468905,19.562666345499053,1.922530947871881,23.817437671409632,75.90589612846705,0.2,0.2,0.1385219856109805,0.0763647,1
5000,3.5,1,L2-grid TS (rho=0.40),-0.05457904139644857,0.10930253756526882,0.12207383990243706,0.67,8.918715628387591,184.79422188430635,0.0814072,0.19637557975194117,19.666121237022285,1.8919931674783745,24.404854145452614,76.52882853012781,0.2,0.4,0.2893715997768574,0.0814281,1
12000,3.5,1,AIPW,8.790307175171863e-4,0.2143158745924433,0.21410325595170565,0.748,8.880511802285902,521.884006025934,NA,NA,0,0,0,0,0.2,NA,NA,NA,NA
12000,3.5,1,Truncated AIPW,-0.19534511499727206,0.021921167032286082,0.19656879315452572,0,8.70243075894305,63.78026716093652,NA,NA,23.026570331266164,15.794297355088723,53.77078242097082,122.65329516697548,0.2,NA,NA,NA,NA
12000,3.5,1,Fixed TS-AIPW,-0.127822359050312,0.024216555376104575,0.1300915990537523,0,8.70424240986641,63.96518421181469,0.200416,0.33295021328435453,22.99502141448189,8.552430744776757,46.86759127983739,115.5447096760779,0.2,NA,NA,NA,NA
12000,3.5,1,Shrinking quantile TS,0.0013689214849881702,0.21432266650900997,0.21411261269436066,0.75,8.880511802285902,521.884006025934,0.0019408333333333333,0.025791935726179674,0.006954629286765884,0.05328595507303929,0.065328166205004215,0.07123693345158873,0.2,NA,NA,NA,NA
12000,3.5,1,L2-grid TS (rho=0.05),-0.01782439726688575,0.1187524394902144,0.11996518969699103,0.762,8.880511802285902,511.5019480774564,0.023131333333333334,0.0986969036119878,14.858512508943829,0.7440057548386081,12.573403782067018,72.179953264343,0.2,0.05,0.04804336479771518,0.02311545833333333,1
12000,3.5,1,L2-grid TS (rho=0.10),-0.039628669891233856,0.10068214708442748,0.1081066715304639,0.726,8.880511802285902,369.8054844017174,0.05374516666666666,0.15611822936517522,18.155572685698374,2.2459337786356537,27.59489157159085,87.20282114728624,0.2,0.1,0.07843097840237837,0.053721791666666664,1
12000,3.5,1,L2-grid TS (rho=0.20),-0.0418513900267971,0.10088145601860572,0.10912494160031475,0.7,8.880321224415336,342.95087979888024,0.05770733333333333,0.16189054709971845,18.200643531544348,2.0746390262455856,27.80875868919381,87.58430826749554,0.2,0.2,0.12545593834285904,0.05771166666666667,1
12000,3.5,1,L2-grid TS (rho=0.40),-0.04414952322846418,0.10048190352756853,0.10966129723813794,0.686,8.880285044883024,319.05353706180745,0.061045,0.1667212019970343,18.232596748696793,2.070693256499712,28.127709852285605,87.58216371946145,0.2,0.4,0.27215121881210774,0.061064708333333335,1
500,3.5,2,AIPW,0.2803681940474089,5.496077925141629,5.497732727074322,0.662,15.034467635402132,92.08158638902009,NA,NA,0,0,0,0,0.2,NA,NA,NA,NA
500,3.5,2,Truncated AIPW,-0.3893623416039542,0.1403212444489559,0.4138281099680526,0.362,14.604570237931522,49.81781360513253,NA,NA,122.56524344294262,2.5171519406858893,35.367987919229186,143.79921279524484,0.2,NA,NA,NA,NA
500,3.5,2,Fixed TS-AIPW,-0.2543878235318354,0.14482733720228896,0.29265367321659835,0.582,14.629237123163655,50.238030536100496,0.201452,0.33376718034321157,122.5077083872418,2.6081675655411756,31.418634510686097,140.14506827777626,0.2,NA,NA,NA,NA
500,3.5,2,Shrinking quantile TS,0.2308740522796863,4.240642224200826,4.242685848462459,0.664,15.034467635402132,92.08158638902009,0.020923999999999998,0.09398585869277737,29.508099349654053,0.26501758018740584,0.3851873123983143,0.47286178025904824,0.2,NA,NA,NA,NA
