n_samp,kappa,d_effect,method,mean_bias,emp_sd,rmse,coverage,q99_abs_phi_mean,max_abs_phi_median,active_frac_mean,h_l2_mean,delta_sd,delta_mad,delta_q95,delta_q99,tau_max,l2_rho,l2_M_train,l2_active_train,l2_ok_rate
500,3.5,4,L2-grid TS (rho=0.20),0.17868010485347888,5.022590745802637,5.020746114283522,0.656,28.409247786795234,167.37176503541173,0.025208,0.10482523091006132,39.219304308323316,0.6419205028876203,0.7972904728840917,0.8971457734011118,0.2,0.2,0.19328819988146617,0.025856,1
500,3.5,4,L2-grid TS (rho=0.40),-0.15701651273447803,1.1605154920219518,1.1699388018523889,0.694,28.409247786795234,160.82774716946227,0.08518,0.20493036027234948,103.40929209300907,2.4036717812303965,10.214875099436119,226.90798350581792,0.2,0.4,0.39110810861447876,0.086087,1
1500,3.5,4,AIPW,0.3133338713078565,3.180748271489863,3.1929771941498966,0.682,25.504230885120162,457.12428356491165,NA,NA,0,0,0,0,0.2,NA,NA,NA,NA
1500,3.5,4,Truncated AIPW,-0.7809056362434865,0.13249890757583446,0.7920444818977129,0.006,25.477430911271462,109.42113274436245,NA,NA,122.70166905516791,15.729071409193686,114.62704548492911,879.3271161777568,0.2,NA,NA,NA,NA
1500,3.5,4,Fixed TS-AIPW,-0.5119348898161526,0.1326470154481957,0.5288074996224765,0.146,25.479413843964316,110.32769124043585,0.20091466666666666,0.3332880673218269,122.62342437091348,8.017495428610054,105.29639385511311,867.8685486126686,0.2,NA,NA,NA,NA
1500,3.5,4,Shrinking quantile TS,0.32183722924916536,3.1807997312755427,3.193874004833688,0.692,25.504230885120162,457.12428356491165,0.007909333333333334,0.05510323601876405,0.051842658563019096,0.32725140999172864,0.4160255492645319,0.4721250361281826,0.2,NA,NA,NA,NA
1500,3.5,4,L2-grid TS (rho=0.05),0.3152536808637123,3.1807814218419175,3.193199116235275,0.682,25.504230885120162,457.12428356491165,0.00192,0.02520785044216455,0.029220975081320644,0.07136198271077727,0.12118718613345172,0.166738215116587,0.2,0.05,0.03245444645723747,0.0019676666666666666,1
1500,3.5,4,L2-grid TS (rho=0.10),0.3200715106535434,3.180169422039107,3.193070053991745,0.688,25.504230885120162,457.12428356491165,0.0066226666666666665,0.05041039199533468,0.2691274360021819,0.2714884998844962,0.3376983448752682,0.3816115070641722,0.2,0.1,0.09063734265555408,0.006781333333333334,1
1500,3.5,4,L2-grid TS (rho=0.20),0.11273573227976173,1.8488535547686225,1.8504411077846452,0.702,25.504230885120162,457.12428356491165,0.024233333333333332,0.10171587129143038,70.57708799046986,1.0712397614068128,1.2514694310980925,384.56878852880834,0.2,0.2,0.19395325690581622,0.024408666666666665,1
1500,3.5,4,L2-grid TS (rho=0.40),-0.19131252103448498,0.5638806945601393,0.5949167971462902,0.738,25.504230885120162,400.9265571415508,0.078432,0.19429113302456844,112.92020303815013,4.0936526127986586,56.4741916894685,673.1566777822476,0.2,0.4,0.37581453993718644,0.07860866666666666,1
5000,3.5,4,AIPW,-0.043211119609899686,0.9970316929605917,0.9969710393147181,0.704,24.619214734667505,1002.9906203595468,NA,NA,0,0,0,0,0.2,NA,NA,NA,NA
5000,3.5,4,Truncated AIPW,-0.7823960668681305,0.07077771583616035,0.7855845413063997,0,24.60847245871064,124.9478018768744,NA,NA,69.95053654601823,35.779494618288666,132.3923505098751,369.834259411292,0.2,NA,NA,NA,NA
5000,3.5,4,Fixed TS-AIPW,-0.5146093540785224,0.06943850835379176,0.5192637579637431,0,24.609841258803666,126.22471181633777,0.1997588,0.33224973136931935,69.89274294219103,16.541996457689358,112.95639586073423,351.51964449397684,0.2,NA,NA,NA,NA
5000,3.5,4,Shrinking quantile TS,-0.03964515515425094,0.9970558831660096,0.9968469950874327,0.706,24.619214734667505,1002.9906203595468,0.0034912,0.035031456470161565,0.03337031118980672,0.25039053899431946,0.309690834897876,0.32646392222863874,0.2,NA,NA,NA,NA
5000,3.5,4,L2-grid TS (rho=0.05),-0.041760314299159704,0.997013689807165,0.9968912422716615,0.706,24.619214734667505,1002.9906203595468,0.0014652,0.021973608678450184,0.026166494974433827,0.10371976761432483,0.14548734519225168,0.16464292804434322,0.2,0.05,0.03576179425703975,0.0014860000000000001,1
5000,3.5,4,L2-grid TS (rho=0.10),-0.03677241504852102,0.9943773838837743,0.9940628849951498,0.706,24.619214734667505,1002.9906203595468,0.00634,0.04868482403264849,0.374478754557095,0.4689875071453917,0.5444673595966578,0.5633934333903895,0.2,0.1,0.09294630486166786,0.0064372000000000006,1
5000,3.5,4,L2-grid TS (rho=0.20),-0.10142589259891527,0.5315589798237284,0.5406265354407487,0.718,24.619214734667505,1002.9906203595468,0.0235376,0.1002996055855639,47.00445677790445,1.9251270499018212,2.120725549298028,174.87331171590714,0.2,0.2,0.19474480522372603,0.0235986,1
5000,3.5,4,L2-grid TS (rho=0.40),-0.21336496226193863,0.33648930311688274,0.3981497307934538,0.71,24.619214734667505,727.5519323304788,0.0676432,0.178309329038932,62.42838787738381,7.256728295000785,76.18805938779195,260.08934470405325,0.2,0.4,0.34910885786645607,0.0676129,1
12000,3.5,4,AIPW,0.02725832357760104,1.0808389596623005,1.0801015911545995,0.704,24.31020032847296,2108.5361618039024,NA,NA,0,0,0,0,0.2,NA,NA,NA,NA
12000,3.5,4,Truncated AIPW,-0.7874840408177418,0.04293794614187569,0.7886514403886445,0,24.299767166941727,136.7830765234952,NA,NA,117.69508664687301,64.7891817813403,201.7318309464025,568.6675996583971,0.2,NA,NA,NA,NA
12000,3.5,4,Fixed TS-AIPW,-0.518654560279054,0.04289761098720135,0.5204220186700513,0,24.30127705694362,138.29073258728766,0.200141,0.3326390375062283,117.62728468811679,35.16594813835377,172.61767386234658,539.6088768504342,0.2,NA,NA,NA,NA
12000,3.5,4,Shrinking quantile TS,0.029218981037428,1.0808257131380292,1.0801396218030492,0.704,24.31020032847296,2108.5361618039024,0.0019443333333333333,0.02585847414473425,0.02423123786122624,0.21522785715627066,0.2548004861946434,0.27138645630750385,0.2,NA,NA,NA,NA
12000,3.5,4,L2-grid TS (rho=0.05),0.02867676504126598,1.0808271818947506,1.0801265570207665,0.704,24.31020032847296,2108.5361618039024,0.0014211666666666667,0.02188708917383127,0.022365275107063994,0.15641905469419595,0.18713539417511277,0.19898361146914523,0.2,0.05,0.03965996805048235,0.0014058333333333334,1
12000,3.5,4,L2-grid TS (rho=0.10),-0.0015435416763061414,0.7460688879944007,0.7453240440122952,0.708,24.31020032847296,2108.5361618039024,0.006167666666666667,0.04819994934973454,55.56005170748472,0.7137822626740054,0.7964813552998005,0.8249851137775663,0.2,0.1,0.09336842554242199,0.006189791666666666,1
12000,3.5,4,L2-grid TS (rho=0.20),-0.07415098170218493,0.42469309776506287,0.4306992766677284,0.726,24.31020032847296,2108.5361618039024,0.023037166666666668,0.09860036857656507,95.79403620149441,2.983666438069872,54.73819863485777,346.59350867065996,0.2,0.2,0.19233686240131903,0.023053416666666667,1
12000,3.5,4,L2-grid TS (rho=0.40),-0.1769320927365904,0.3520334325048196,0.3936808961152072,0.632,24.31020032847296,1122.0930976905415,0.05252916666666667,0.15390229450560058,104.11251325180494,8.288238047438835,106.49369602876806,386.46847176062545,0.2,0.4,0.3052814773166821,0.0524415,1
